group,stimulus,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
c,0,-7.027,-4.082,-2.225,-2.93,-2.625,-3.463,-3.78,-5.52,-2.87,-0.11804,-2.01,-2.861,-1.933,-2.066,-2.46,-2.678,-1.49,-1.663,-1.167,-1.158,0.6978,-0.699,0.441,-1.504,0.3293,-0.18,-3.24,0.3723,-1.027,0.05502,-0.7993,-5.62,-2.225,-2.93,-1.873,-2.203,-2.46,-2.066,-3.104,-1.663,-1.49,-0.6562,-1.885,-3.43,-2.936,-0.18,-3.24,-3.78,0.441,-1.504,-2.994,-0.1819,0.3047,-1.26,0.5044,2.531,-2.678,-1.949,-0.7964,-1.713,-1.487,0.3293,-0.795,-1.911
c,0,3.191,-0.621,-0.4675,-3.053,-1.339,-2.287,-1.085,1.786,-0.3044,-3.643,-1.491,-0.1716,-0.388,-4.332,-5.47,0.74,-0.997,-1.932,-2.623,-2.498,-2.25,-1.424,-0.943,-3.287,-0.5103,-5.758,-5.473,-6.582,-8.32,-9.55,-11.766,-2.785,-0.4675,-3.053,-0.886,-4.785,-5.47,-4.332,-2.979,-1.932,-0.997,-5.676,-1.645,-2.137,-0.8857,-5.758,-5.473,-1.085,-0.943,-3.287,-3.725,-5.27,-0.3362,-0.997,-9.91,-9.21,0.74,-7.523,-11.84,-3.244,-3.318,-0.5103,-11.67,-1.316
c,0,-5.723,0.02065,-1.213,0.10175,-0.1771,-0.549,0.07184,0.459,-0.7437,-0.6587,1.991,6.2e-06,-0.2098,2.53,4.805,-1.043,1.847,0.1349,3.955,4.78,5.094,3.7,5.2,3.855,3.418,3.482,6.355,6.086,10.555,5.973,8.984,2.457,-1.213,0.10175,0.623,2.787,4.805,2.53,-3.316,0.1349,1.847,2.088,4.016,-1.116,-0.7114,3.482,6.355,0.07184,5.2,3.855,5.832,6.77,1.533,1.399,7.55,5.17,-1.043,9.31,6.332,6.152,9.17,3.418,8.89,-0.45
c,0,-6.188,-5.516,-5.934,-3.516,-2.652,-2.32,-2.76,-2.154,-3.564,-1.672,-4.75,-0.751,-1.759,-0.9326,-3.455,-0.808,-3.094,-0.1036,-4.137,-0.9663,-1.229,0.2148,-2.064,0.412,-0.4744,-1.706,-3.998,-2.102,-3.588,-6.12,-5.234,-3.668,-5.934,-3.516,-5.5,-0.1327,-3.455,-0.9326,-2.281,-0.1036,-3.094,0.626,-3.03,-1.287,-2.166,-1.706,-3.998,-2.76,-2.064,0.412,-4.99,-1.199,-1.527,0.1761,-6.13,-5.496,-0.808,-3.473,-7.42,-1.418,-3.328,-0.4744,-5.324,-7.863
c,0,0.2642,0.766,5.844,4.16,3.271,3.496,3.521,4.7,2.84,4.65,1.793,1.51,0.8413,7.14,4.71,0.765,1.549,2.342,-0.8467,3.48,-1.292,0.4705,-0.748,1.821,-0.3857,6.125,-1.268,0.6387,-0.685,2.014,2.178,9.99,5.844,4.16,4.33,5.918,4.71,7.14,6.207,2.342,1.549,4.176,0.8223,1.804,1.428,6.125,-1.268,3.521,-0.748,1.821,1.585,2.188,-0.07697,0.5684,1.658,1.134,0.765,-0.9624,0.8755,0.6284,-1.541,-0.3857,2.164,8.734
c,0,-4.27,-3.93,-1.541,-0.737,-0.765,-1.38,-0.963,1.082,-1.187,-1.081,-4.21,0.3203,0.1354,-5.293,-6.426,1.576,-1.386,-0.2546,-7.043,-9.4,-2.65,-3.402,-5.203,-4.543,-2.14,-8.414,-10.984,-7.26,-8.66,-10.57,-12.266,-3.861,-1.541,-0.737,-2.863,0.1863,-6.426,-5.293,-1.512,-0.2546,-1.386,-4.74,-7.664,0.2732,-0.72,-8.414,-10.984,-0.963,-5.203,-4.543,-7.008,-7.926,-1.485,-1.489,-10.38,-9.63,1.576,-7.258,-11.19,-6.71,-5.887,-2.14,-12.28,-8.84
c,0,9.13,6.25,6.65,7.418,4.574,4.594,5.61,5.203,4.12,3.605,4.348,2.229,2.873,7.54,4.86,3.613,2.443,2.766,0.8354,1.001,-2.207,-1.12,-1.289,-2.176,-2.79,2.428,2.031,-4.62,-7.58,-6.848,-7.27,7.844,6.65,7.418,5.137,5.086,4.86,7.54,8.305,2.766,2.443,2.227,2.643,4.617,4.37,2.428,2.031,5.61,-1.289,-2.176,-1.507,-2.508,0.6216,-0.54,-4.992,-9.46,3.613,-6.566,-7.39,-1.312,-2.775,-2.79,-7.285,9.64
c,0,0.4575,3.41,6.926,2.78,3.785,3.41,2.326,1.19,4.59,2.916,6.86,-0.0796,2.62,3.094,7.35,0.585,4.594,1.356,1.63,-2.055,-0.4631,-3.053,0.4678,-1.744,-3.248,-0.03745,2.941,-9.38,-5.65,-6.195,-4.625,-1.274,6.926,2.78,6.69,1.36,7.35,3.094,2.889,1.356,4.594,1.185,4.113,2.133,3.33,-0.03745,2.941,2.326,0.4678,-1.744,-1.567,-4.023,2.027,-1.67,-5.26,-4.977,0.585,-6.78,-5.75,-6.71,-4.188,-3.248,-4.6,6.21
c,0,-13.74,-4.254,-10.83,-4.98,-5.156,-4.566,-4.844,0.2357,-5.496,-3.336,-9.914,-0.8545,-3.254,-4.312,-12.74,-1.328,-6.727,-1.339,-11.48,-4.227,-4.418,-1.072,-6.684,-2.994,-1.172,-7.055,-14.67,-6.152,-10.67,-12.29,-16.06,-15.73,-10.83,-4.98,-9.54,-3.117,-12.74,-4.312,-8.76,-1.339,-6.727,-3.51,-9.984,-3.637,-4.863,-7.055,-14.67,-4.844,-6.684,-2.994,-9.45,-5.137,-2.674,-1.034,-14.14,-10.83,-1.328,-7.05,-13.766,-1.683,-5.062,-1.172,-16.25,-14.06
c,0,1.833,4.8,2.781,0.8813,1.618,1.613,0.6094,-2.094,1.879,2.568,2.447,-1.021,0.7617,3.242,3.861,-1.345,0.9844,1.546,0.4194,3.055,1.249,0.7656,0.928,2.002,1.584,3.623,2.342,0.9087,2.39,3.121,2.023,-4.06,2.781,0.8813,3.28,1.66,3.861,3.242,2.318,1.546,0.9844,1.569,1.81,0.995,1.609,3.623,2.342,0.6094,0.928,2.002,1.176,3.074,0.9644,0.8457,3.484,1.517,-1.345,2.502,2.922,0.544,1.331,1.584,2.203,4.688
c,0,1.449,-1.668,1.212,-0.764,1.447,2.621,1.295,-0.7197,0.8257,0.157,2.432,-0.701,-0.4307,4.746,4.797,-1.024,-0.5635,0.4011,5.13,4.316,1.679,1.333,2.52,2.738,0.9736,6.13,4.703,1.06,2.271,3.104,2.627,0.3164,1.212,-0.764,2.453,1.68,4.797,4.746,-1.23,0.4011,-0.5635,3.75,3.727,0.9805,0.5996,6.13,4.703,1.295,2.52,2.738,1.564,5.355,0.2988,1.374,2.88,4.48,-1.024,2.37,0.6006,1.971,1.271,0.9736,2.562,4.73
c,0,-7.57,-9.375,-9.38,-10.19,-6.816,-7.0,-5.848,-4.715,-5.22,-3.197,-5.48,-0.5254,-2.555,-2.182,-4.895,-1.914,-3.248,-1.494,-0.0863,3.537,1.542,2.479,2.213,3.9,1.578,2.57,-2.947,5.156,2.432,2.637,1.193,-15.266,-9.38,-10.19,-6.2,-6.453,-4.895,-2.182,-9.77,-1.494,-3.248,2.623,-3.82,-4.38,-5.586,2.57,-2.947,-5.848,2.213,3.9,-0.3872,5.17,-0.487,1.049,0.4011,2.092,-1.914,3.768,2.373,5.2,1.69,1.578,1.228,-9.94
c,0,-17.34,-11.45,-5.58,0.751,-5.38,-3.846,-4.41,3.133,-7.473,4.387,-8.71,-0.6167,-4.47,3.662,-4.887,-2.844,-5.215,2.361,-4.395,-6.812,-3.861,-2.889,-3.537,0.105,-1.704,-0.9062,-4.86,-2.95,-5.78,-7.004,-7.664,-6.07,-5.58,0.751,-5.734,-2.209,-4.887,3.662,-3.756,2.361,-5.215,0.3025,-10.89,-2.182,-4.69,-0.9062,-4.86,-4.41,-3.537,0.105,-3.33,-2.797,-2.81,0.03757,-2.488,-6.188,-2.844,-6.246,-6.953,0.11487,-2.104,-1.704,-7.133,-3.803
c,0,4.344,11.89,4.547,15.74,2.736,5.727,3.646,5.156,-0.5566,3.467,-3.996,1.996,-0.812,3.32,-1.981,1.635,-2.035,3.346,-8.42,-0.458,-2.406,-0.955,-4.355,1.086,-1.706,-1.083,-9.89,-2.027,-6.492,-5.777,-8.91,13.78,4.547,15.74,1.148,9.6,-1.981,3.32,6.74,3.346,-2.035,0.464,-6.83,3.133,0.88,-1.083,-9.89,3.646,-4.355,1.086,-7.24,-0.1576,-2.379,0.9844,-10.25,-3.268,1.635,-4.73,-7.695,-0.9204,-4.332,-1.706,-8.805,-5.863
c,0,1.832,-0.04065,0.4836,-0.758,0.3696,-0.781,-0.936,1.134,0.2155,2.379,-0.1531,0.2129,0.795,2.594,1.726,1.518,0.363,0.03363,2.182,2.11,0.4966,0.3198,2.213,0.4697,-0.518,0.986,1.22,1.606,-1.747,-2.482,-0.7295,3.229,0.4836,-0.758,-0.2234,-1.258,1.726,2.594,-2.152,0.03363,0.363,2.064,1.491,-0.4153,0.3713,0.986,1.22,-0.936,2.213,0.4697,2.559,0.8135,0.9272,-0.1215,-1.124,-2.662,1.518,-0.7793,-4.08,2.775,2.338,-0.518,-0.6704,2.781
c,0,0.0,0.0,2.373,-3.697,-11.62,-12.97,-11.76,-15.28,-23.89,-13.98,-25.17,-21.03,-14.58,-13.164,0.4888,-3.36,-12.266,-4.684,-26.28,-32.22,-19.67,-23.97,-3.361,-6.918,-1.173,-11.016,-15.96,-20.05,-10.22,-14.016,-13.445,-37.2,2.373,-3.697,-0.684,-16.42,0.4888,-13.164,-20.16,-4.684,-12.266,-13.305,0.0,-16.97,-12.22,-11.016,-15.96,-11.76,-3.361,-6.918,-14.07,-16.61,-13.03,-5.945,-11.77,-9.945,-3.36,-16.52,-16.69,-1.259,-6.29,-1.173,-11.016,-3.035
c,0,-1.485,1.366,0.3577,0.489,0.09143,-0.716,0.0586,4.254,0.2952,2.621,-0.5547,0.367,-0.1646,3.346,0.835,0.742,-0.1946,0.824,-0.7246,4.387,1.225,1.993,0.9775,3.621,0.9326,5.22,-0.2255,3.328,3.307,4.355,1.996,0.03683,0.3577,0.489,-0.675,-0.5234,0.835,3.346,1.395,0.824,-0.1946,2.918,-1.048,-0.1932,0.0897,5.22,-0.2255,0.0586,0.9775,3.621,-1.696,4.785,0.0723,0.1985,4.6,5.66,0.742,3.393,4.113,4.22,3.482,0.9326,1.968,0.213
c,0,-24.08,-10.96,9.4,11.97,2.031,3.652,2.344,-2.297,-4.957,2.877,-4.605,-4.215,-1.653,4.12,6.266,-3.062,-1.051,2.555,-4.957,-15.68,-2.014,-5.22,-2.398,-1.897,2.197,3.332,1.091,-4.723,-1.256,-2.629,-8.836,1.461,9.4,11.97,4.87,-1.583,6.266,4.12,-0.2164,2.555,-1.051,-1.768,-16.88,0.417,0.468,3.332,1.091,2.344,-2.398,-1.897,0.2605,-1.739,-1.652,0.1576,1.441,-0.00708,-3.062,-2.43,-2.965,0.7017,1.152,2.197,-7.65,6.91
c,0,0.8057,3.957,-0.05124,6.43,-0.5396,0.5723,-0.03238,3.008,-1.329,4.348,-1.233,-0.943,-1.129,6.152,-0.6963,-0.617,-2.496,2.3,-2.814,3.768,1.208,2.844,0.572,2.889,1.567,5.613,0.4175,2.963,2.664,1.438,0.7246,4.207,-0.05124,6.43,-1.377,3.984,-0.6963,6.152,1.732,2.3,-2.496,4.793,-2.316,0.5693,-0.777,5.613,0.4175,-0.03238,0.572,2.889,3.441,3.553,-0.3992,0.9937,1.687,2.191,-0.617,2.617,2.896,2.584,1.978,1.567,0.7485,0.1758
c,0,-16.0,-11.836,-2.229,0.1876,-2.389,-1.828,-1.864,-2.35,-6.9,-1.493,-8.305,-2.111,-3.428,0.1017,-5.25,-2.969,-4.582,0.976,-4.016,-12.8,-3.693,-4.94,-2.867,-3.812,-0.2384,-4.785,-6.43,-2.34,-4.145,-5.152,-9.95,-9.305,-2.229,0.1876,-2.713,-5.945,-5.25,0.1017,-4.97,0.976,-4.582,-4.344,-15.22,-1.723,-2.357,-4.785,-6.43,-1.864,-2.867,-3.812,-5.25,-5.293,-2.297,-1.33,-3.81,-6.36,-2.969,-4.312,-6.47,0.121,-1.333,-0.2384,-9.17,-3.209
c,0,-29.83,-19.3,6.19,3.84,0.495,0.925,1.603,-1.708,-8.234,-3.031,-12.195,-6.094,-4.04,-0.6597,2.994,-3.807,-2.943,0.1387,-15.266,-27.16,-8.086,-11.4,-4.16,-3.531,-1.198,-3.557,-5.566,-8.07,-3.398,-7.53,-12.86,-0.5366,6.19,3.84,1.423,-8.74,2.994,-0.6597,-2.574,0.1387,-2.943,-5.027,-26.72,-1.7705,-1.583,-3.557,-5.566,1.603,-4.16,-3.531,-5.613,-7.58,-4.53,-2.148,-6.7,-5.348,-3.807,-5.81,-6.76,-0.1445,-1.702,-1.198,-11.33,2.266
c,0,2.385,1.291,-0.0786,0.3972,-0.8643,0.842,-0.9727,-2.37,-1.913,2.014,-2.053,-0.4075,-3.904,4.684,0.5273,-3.203,-2.928,-0.2854,3.977,5.15,1.403,2.863,2.514,4.52,1.9,6.99,6.164,5.914,5.996,10.695,9.375,2.066,-0.0786,0.3972,-2.723,2.049,0.5273,4.684,4.39,-0.2854,-2.928,5.168,2.264,-1.362,-2.877,6.99,6.164,-0.9727,2.514,4.52,7.406,6.562,-1.15,0.0375,8.07,9.56,-3.203,5.43,11.43,4.734,4.43,1.9,9.39,4.43
c,0,-2.04,-0.642,3.992,1.658,3.326,3.793,3.66,1.161,2.332,1.41,2.414,1.453,1.738,2.895,0.721,1.169,1.839,1.449,1.874,0.729,0.10443,-0.7427,0.8403,-1.373,-0.2754,-1.248,1.849,-0.8486,-1.644,-3.287,-1.149,1.724,3.992,1.658,3.684,3.914,0.721,2.895,5.32,1.449,1.839,1.266,3.242,3.25,2.445,-1.248,1.849,3.66,0.8403,-1.373,-0.04907,-2.387,0.6377,0.5767,-0.6694,-2.52,1.169,-1.562,-4.383,-0.0147,-1.06,-0.2754,-1.118,4.695
c,0,2.4,0.9756,4.33,0.9077,-0.211,0.074,-1.252,-1.099,0.4607,2.197,0.962,-0.7515,0.02475,2.172,1.034,-0.644,-0.7734,0.4807,-3.45,3.652,-0.5034,0.9775,-0.691,-0.6724,-0.608,2.54,-2.326,-0.556,-0.2065,6.047,1.777,2.346,4.33,0.9077,2.49,-0.03702,1.034,2.172,0.459,0.4807,-0.7734,5.12,-1.204,-1.401,-1.282,2.54,-2.326,-1.252,-0.691,-0.6724,-0.6665,-0.6924,-0.671,-0.616,-0.635,-0.657,-0.644,-0.6206,-0.5337,-0.6567,-0.626,-0.608,-0.6113,-0.6167
c,0,0.6943,1.595,1.375,0.902,-0.1475,1.631,0.6094,1.144,0.4019,0.6113,1.634,1.371,0.03305,1.03,4.375,0.487,-0.636,0.6685,-0.798,-1.494,0.02776,-0.596,0.6724,0.6904,0.427,-1.836,1.05,-1.445,-1.452,0.7104,-0.51,2.883,1.375,0.902,0.583,0.9766,4.375,1.03,0.978,0.6685,-0.636,-0.4446,2.31,0.8423,-2.52,-1.836,1.05,0.6094,0.6724,0.6904,0.6567,0.588,0.5737,0.5586,0.5435,0.525,0.487,0.5127,0.5005,0.4548,0.4438,0.427,0.3787,0.402
c,0,-6.95,-7.188,-6.62,-6.93,-6.77,-6.195,-7.125,-4.535,-5.44,-1.554,-3.828,-4.055,-1.908,-3.281,-4.4,-6.81,-2.082,-2.564,-0.5376,0.3013,1.97,0.3467,-7.062,-7.094,-6.582,-1.426,-3.51,4.645,3.895,-0.9155,1.097,-1.895,-6.62,-6.93,-5.035,-4.17,-4.4,-3.281,-7.023,-2.564,-2.082,0.973,-2.055,-5.42,-4.09,-1.426,-3.51,-7.125,-7.062,-7.094,-7.03,-6.945,-6.902,-6.86,-6.89,-6.836,-6.81,-6.75,-6.773,-6.645,-6.664,-6.582,-6.555,-6.527
c,0,-7.156,-7.4,-6.652,-7.523,-5.367,-5.047,-5.297,-3.896,-3.574,-3.072,-1.914,-2.494,-1.851,-4.746,-4.684,-5.45,-1.305,-2.594,-2.12,-1.748,1.546,0.646,-5.715,-5.664,-5.363,-2.783,-3.324,2.273,1.719,-0.541,0.276,-7.31,-6.652,-7.523,-3.95,-4.668,-4.684,-4.746,-7.03,-2.594,-1.305,-1.122,-1.165,-3.586,-2.797,-2.783,-3.324,-5.297,-5.715,-5.664,-5.66,-5.605,-5.59,-5.56,-5.543,-5.492,-5.45,-5.473,-5.4,-5.42,-5.332,-5.363,-5.32,-5.305
c,0,0.612,1.59,-0.8115,0.726,1.888,0.1957,1.6,0.5,1.282,-0.9185,0.06097,-0.00703,2.48,-2.24,0.254,1.189,2.049,-0.4353,-0.6934,-4.543,-0.6245,-2.408,1.42,1.3545,1.09,-4.766,-2.203,-4.93,-4.496,-9.4,-6.418,-18.16,-0.8115,0.726,0.7837,1.057,0.254,-2.24,1.048,-0.4353,2.049,-2.13,-0.1589,0.677,3.588,-4.766,-2.203,1.6,1.42,1.3545,1.341,1.321,1.312,1.327,1.294,1.243,1.189,1.197,1.2,1.156,1.165,1.09,1.147,1.0625
c,0,-5.387,-4.418,-5.566,-3.72,-4.56,-4.19,-3.785,-1.223,-3.508,-0.3696,-2.283,-1.292,-2.842,-0.422,-0.2479,-3.9,-1.906,0.554,1.845,3.725,1.637,2.719,-4.1,-4.125,-3.76,3.723,2.658,10.81,1.748,4.355,2.564,-10.195,-5.566,-3.72,-4.547,-2.004,-0.2479,-0.422,-4.457,0.554,-1.906,1.226,0.214,-3.535,-5.594,3.723,2.658,-3.785,-4.1,-4.125,-4.043,-4.05,-3.959,-3.955,-3.928,-3.938,-3.9,-3.875,-3.826,-3.812,-3.75,-3.76,-3.725,-3.707
c,0,-12.766,-12.65,-12.14,-11.92,-9.09,-8.62,-9.07,-6.977,-5.855,-6.777,-3.695,-3.918,-4.684,-8.39,-4.855,-9.03,-2.684,-5.098,1.0205,-2.082,1.512,0.504,-9.586,-9.55,-8.76,-3.27,0.0937,-1.044,1.809,-0.9067,0.759,-19.03,-12.14,-11.92,-7.24,-8.91,-4.855,-8.39,-12.78,-5.098,-2.684,-4.27,-0.663,-6.57,-6.094,-3.27,0.0937,-9.07,-9.586,-9.55,-9.38,-9.37,-9.28,-9.195,-9.09,-9.14,-9.03,-8.984,-8.945,-8.875,-8.78,-8.76,-8.7,-8.6
c,0,-1.525,-1.643,-1.348,-1.224,-0.607,-0.604,-0.9897,-0.7246,0.1188,-0.4866,-1.0625,-0.065,0.547,-1.878,-2.504,-0.98,0.3352,-0.02206,-1.002,1.524,0.1836,1.864,-1.034,-1.069,-0.98,-1.467,-5.484,7.895,0.3547,2.846,-1.727,0.633,-1.348,-1.224,-0.797,-0.824,-2.504,-1.878,-1.179,-0.02206,0.3352,0.3271,-2.117,-0.2893,-2.367,-1.467,-5.484,-0.9897,-1.034,-1.069,-1.016,-1.049,-1.05,-1.032,-0.9194,-1.029,-0.98,-0.9585,-0.9766,-0.95,-0.948,-0.98,-0.943,-0.888
c,0,2.682,2.182,4.36,3.76,0.8667,0.974,0.73,1.531,1.803,2.227,2.797,-0.0456,0.2656,6.11,2.969,0.9966,1.007,1.192,3.271,3.254,-0.2544,0.6987,1.045,0.997,0.973,5.242,2.764,4.992,1.83,2.355,2.752,0.3362,4.36,3.76,3.26,3.139,2.969,6.11,2.027,1.192,1.007,4.14,2.088,0.769,-0.0705,5.242,2.764,0.73,1.045,0.997,1.012,1.03,0.982,0.9873,1.01,1.01,0.9966,0.9937,0.9775,0.928,0.956,0.973,0.9365,0.8447
c,0,2.201,-1.089,1.932,-4.434,2.947,0.1797,2.559,-0.04147,2.752,-3.078,3.475,0.4475,2.172,-4.58,2.314,1.867,2.83,-0.6826,-2.373,-6.9,-0.615,-3.17,2.158,2.041,1.731,-8.86,-2.838,-7.734,-5.945,-10.64,-7.92,-0.509,1.932,-4.434,2.924,-2.484,2.314,-4.58,2.207,-0.6826,2.83,-3.33,1.939,1.589,3.318,-8.86,-2.838,2.559,2.158,2.041,2.05,2.021,1.971,1.977,1.945,1.921,1.867,1.822,1.781,1.777,1.737,1.731,1.72,1.706
c,0,-3.453,-5.88,-5.16,-6.953,-1.269,-2.367,-1.362,-2.432,-1.665,-4.363,-4.25,-0.0205,-2.408,-7.2,-5.625,-1.917,-3.756,-1.693,-4.125,-1.21,-0.1813,0.7954,-2.105,-2.086,-1.812,-5.484,-3.146,2.125,1.117,2.727,0.6562,-3.553,-5.16,-6.953,-3.088,-5.555,-5.625,-7.2,-3.74,-1.693,-3.756,-4.336,-3.756,-1.265,-2.25,-5.484,-3.146,-1.362,-2.105,-2.086,-2.064,-2.037,-2.055,-1.996,-1.985,-2.002,-1.917,-1.936,-1.886,-1.861,-1.867,-1.812,-1.829,-1.776
c,0,-10.58,-9.586,-8.56,-10.95,-7.21,-6.273,-5.742,-7.71,-6.22,-9.78,-5.29,-6.938,-10.805,-11.55,-6.242,-5.742,-8.07,-7.945,-10.01,-10.46,-5.043,-6.957,-6.035,-5.99,-5.598,-10.555,-5.2,-5.71,-5.574,-6.816,-6.586,-7.375,-8.56,-10.95,-5.64,-8.74,-6.242,-11.55,-8.76,-7.945,-8.07,-8.945,-3.652,-6.375,-6.957,-10.555,-5.2,-5.742,-6.035,-5.99,-5.97,-5.93,-5.887,-5.855,-5.83,-5.77,-5.742,-5.68,-5.75,-5.65,-5.63,-5.598,-5.53,-5.47
c,0,-0.5596,-1.12,-2.814,-1.625,0.11005,-0.493,0.2773,-0.7466,-0.423,-3.312,-1.61,0.587,-0.513,-5.152,-3.219,-0.07416,-1.119,-1.198,-4.113,-5.848,-0.866,-2.041,-0.11523,-0.05774,-0.1006,-6.223,-4.92,-6.18,-3.727,-6.99,-4.43,0.6777,-2.814,-1.625,-1.281,-2.346,-3.219,-5.152,-0.7007,-1.198,-1.119,-6.652,-3.145,0.2783,-2.084,-6.223,-4.92,0.2773,-0.11523,-0.05774,-0.07025,-0.10925,-0.1223,-0.09033,-0.10547,-0.1294,-0.07416,-0.1073,-0.0648,-0.1265,-0.11255,-0.1006,-0.1071,-0.05847
c,0,-5.484,-7.01,-4.848,-7.516,-3.969,-4.92,-4.316,-3.824,-2.234,-3.518,-0.545,-1.925,-0.01793,-5.22,-2.854,-4.188,0.6978,-2.496,-1.045,-3.264,0.382,-0.5713,-4.37,-4.348,-4.043,-5.11,-1.535,-0.5527,-1.833,-2.736,-2.207,-10.54,-4.848,-7.516,-2.412,-5.223,-2.854,-5.22,-6.46,-2.496,0.6978,-1.872,1.067,-3.334,-1.946,-5.11,-1.535,-4.316,-4.37,-4.348,-4.363,-4.305,-4.258,-4.29,-4.297,-4.23,-4.188,-4.113,-4.16,-4.098,-4.1,-4.043,-4.047,-3.988
c,0,3.383,3.703,3.797,2.863,0.10736,-0.0925,-0.4084,-3.596,0.3845,-4.516,2.518,-1.646,-1.42,-5.49,0.142,-0.08905,-0.2365,-3.201,1.219,-3.709,1.322,-0.854,-0.0551,-0.05292,-0.1158,-6.652,1.55,2.123,1.21,-0.525,1.699,15.484,3.797,2.863,2.477,-3.545,0.142,-5.49,3.549,-3.201,-0.2365,-4.633,1.602,-2.277,-3.238,-6.652,1.55,-0.4084,-0.0551,-0.05292,-0.01927,-0.0623,-0.04175,-0.0867,-0.04636,-0.07574,-0.08905,-0.10284,-0.0998,-0.1089,-0.08075,-0.1158,-0.1493,-0.1147
c,0,-8.96,-9.336,-10.15,-12.06,-5.47,-5.555,-4.44,-5.324,-3.904,-6.73,-2.834,-0.909,-2.115,-12.164,-6.65,-4.887,-3.744,-3.404,-2.969,-3.68,0.7134,0.1653,-5.145,-5.1,-4.74,-7.773,-4.55,-4.53,-3.633,-6.13,-5.312,-8.06,-10.15,-12.06,-6.02,-9.25,-6.65,-12.164,-8.49,-3.404,-3.744,-5.895,-1.777,-3.525,-4.203,-7.773,-4.55,-4.44,-5.145,-5.1,-5.086,-5.066,-5.004,-4.996,-5.023,-4.95,-4.887,-4.887,-4.863,-4.81,-4.805,-4.74,-4.75,-4.715
c,0,1.762,2.379,2.854,2.594,2.627,1.707,1.865,3.756,2.602,5.99,1.622,1.923,1.865,7.453,3.412,1.703,2.83,3.992,2.068,2.281,-2.121,-0.3528,1.879,1.918,1.639,4.984,-1.196,0.688,-3.312,-3.71,-3.646,5.125,2.854,2.594,2.367,5.375,3.412,7.453,1.443,3.992,2.83,4.832,0.8057,2.379,2.617,4.984,-1.196,1.865,1.879,1.918,1.826,1.87,1.816,1.836,1.825,1.744,1.703,1.727,1.669,1.677,1.648,1.639,1.628,1.553
c,0,5.06,1.88,7.418,0.7886,6.695,4.297,5.773,3.13,7.016,-0.566,2.873,3.176,1.98,-2.178,2.828,5.453,1.57,0.554,-0.539,-5.37,0.4565,-1.99,5.844,5.797,5.324,-5.98,-0.6377,-3.973,-3.385,-4.543,-3.486,3.307,7.418,0.7886,4.848,0.6245,2.828,-2.178,3.78,0.554,1.57,-4.88,1.358,4.83,5.67,-5.98,-0.6377,5.773,5.844,5.797,5.797,5.723,5.664,5.625,5.586,5.562,5.453,5.46,5.43,5.414,5.332,5.324,5.285,5.277
c,0,2.756,3.727,1.769,3.09,1.624,3.244,2.13,1.4795,0.98,1.802,1.209,1.595,0.703,1.5625,1.057,2.021,-0.382,1.365,-2.559,2.465,-0.1666,1.285,2.115,2.17,1.884,1.802,-1.064,-2.293,-1.343,-0.2869,-1.381,-0.4673,1.769,3.09,-0.822,1.825,1.057,1.5625,3.389,1.365,-0.382,0.779,1.154,1.467,0.0682,1.802,-1.064,2.13,2.115,2.17,2.094,2.137,2.104,2.045,2.025,2.055,2.021,1.998,1.987,1.969,1.975,1.884,1.882,1.919
c,0,-2.8,-3.537,-3.771,-3.08,-1.114,-1.153,-0.9546,0.3992,-0.4749,-0.5527,-2.557,-0.267,1.402,-2.227,-6.004,-1.095,-0.3076,0.3364,-1.373,-3.512,-0.8994,-1.517,-1.178,-1.248,-1.051,-4.16,-5.543,-1.95,-4.29,-7.11,-5.332,-3.152,-3.771,-3.08,-1.878,-0.896,-6.004,-2.227,-2.928,0.3364,-0.3076,-1.418,-2.824,0.3574,1.141,-4.16,-5.543,-0.9546,-1.178,-1.248,-1.162,-1.23,-1.162,-1.207,-1.181,-1.139,-1.095,-1.136,-1.14,-1.108,-1.113,-1.051,-1.101,-1.104
c,0,4.176,4.074,4.055,4.715,1.563,1.498,0.7007,-0.0661,0.6196,2.523,5.652,-1.244,1.496,4.527,4.87,1.265,3.436,0.457,1.751,2.494,0.687,0.9746,1.23,1.264,1.2295,3.479,2.197,0.3025,0.8345,0.2054,0.3652,3.812,4.055,4.715,1.901,2.09,4.87,4.527,4.203,0.457,3.436,3.764,5.438,-0.702,0.4854,3.479,2.197,0.7007,1.23,1.264,1.227,1.227,1.245,1.256,1.233,1.204,1.265,1.192,1.256,1.271,1.224,1.2295,1.268,1.213
