group,stimulus,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
a,0,-4.8,-1.912,-5.55,0.2441,-1.417,-0.12103,-0.442,1.113,-1.178,0.999,-3.443,0.9575,-0.09796,1.34,-5.16,0.0903,-1.2,1.107,-3.604,-0.627,-0.405,-0.432,-1.3955,-0.3027,-0.921,-0.2218,-4.555,-0.569,-0.646,-1.283,-1.921,-9.02,-5.55,0.2441,-2.906,1.708,-5.16,1.34,-4.074,1.107,-1.2,-0.3286,-3.033,0.4785,-0.718,-0.2218,-4.555,-0.442,-1.3955,-0.3027,-0.8364,-0.6772,-0.6104,-0.601,-3.254,-2.344,0.0903,-0.77,-1.259,-0.514,-0.9263,-0.921,-6.77,-6.914
a,0,-37.38,-29.03,-32.88,-21.97,-16.14,-13.6,-14.87,-7.926,-8.45,-2.805,-5.184,-3.105,-4.246,-2.936,-5.97,-4.1,-4.24,-2.54,1.499,3.68,1.779,3.389,1.563,3.639,2.045,4.055,2.078,3.299,7.42,7.496,3.951,-55.1,-32.88,-21.97,-11.13,-9.35,-5.97,-2.936,-37.53,-2.54,-4.24,1.619,-1.062,-7.92,-8.96,4.055,2.078,-14.87,1.563,3.639,2.693,4.117,-0.1475,1.312,3.75,-0.12463,-4.1,3.664,7.582,3.31,2.361,2.045,-10.984,-11.41
a,0,10.98,14.63,7.727,18.67,7.707,8.99,7.207,8.59,3.814,11.53,2.676,3.686,2.191,14.33,3.47,2.1,3.11,7.156,0.9214,6.78,0.981,3.158,1.465,5.62,0.875,6.59,0.796,0.8467,1.421,1.059,-0.2428,16.42,7.727,18.67,3.516,13.42,3.47,14.33,13.86,7.156,3.11,9.79,2.217,6.273,4.438,6.59,0.796,7.207,1.465,5.62,1.495,3.332,0.3745,2.818,-1.199,0.844,2.1,0.8765,0.1691,2.598,0.904,0.875,6.066,6.145
a,0,-3.742,-2.062,-4.24,-3.941,-3.227,-1.69,-1.8125,-1.284,-2.092,-1.758,-4.438,-1.063,-1.455,-2.42,-4.383,-0.9194,-3.4,-1.351,-2.143,0.718,-0.3447,1.726,-1.184,1.219,1.591,-0.4333,-2.07,0.3064,-0.3032,-2.502,-0.793,10.05,-4.24,-3.941,-4.066,-2.654,-4.383,-2.42,-1.624,-1.351,-3.4,-0.2389,-4.3,-1.156,-1.704,-0.4333,-2.07,-1.8125,-1.184,1.219,-1.967,0.0842,0.1202,0.3025,-1.382,-1.022,-0.9194,0.956,-1.618,2.434,1.163,1.591,-5.46,-5.88
a,0,5.676,7.84,3.205,5.723,2.44,3.67,3.645,0.577,0.3308,-0.2505,-2.107,-0.6885,-0.8633,1.528,-1.546,0.1505,-1.864,-0.7896,-3.684,-2.174,-1.985,-0.397,-2.553,-1.192,-1.63,-2.11,-4.53,-0.3047,-3.953,-0.6265,-4.47,10.13,3.205,5.723,-0.934,1.628,-1.546,1.528,7.504,-0.7896,-1.864,-1.241,-3.08,1.0,0.829,-2.11,-4.53,3.645,-2.553,-1.192,-5.992,-1.22,-2.541,-0.728,-5.797,0.1855,0.1505,-2.03,-1.467,-0.5396,-2.264,-1.63,4.547,5.02
a,0,8.07,6.688,7.38,13.92,2.227,2.94,2.81,1.934,1.936,1.231,0.822,-0.05765,0.576,1.369,0.283,-0.3364,0.988,0.453,-0.502,0.589,1.52,2.287,1.018,1.778,1.322,-0.6753,0.7256,0.1333,1.105,0.10455,-0.146,19.3,7.38,13.92,2.45,2.684,0.283,1.369,8.57,0.453,0.988,0.5137,1.269,0.55,2.281,-0.6753,0.7256,2.81,1.018,1.778,1.846,0.059,1.115,0.1316,0.53,-0.5806,-0.3364,0.05795,1.059,2.254,2.23,1.322,-0.6123,-0.5503
a,0,-41.47,-33.8,-35.5,-24.89,-15.664,-15.83,-16.88,-7.86,-9.65,-1.359,-5.426,-3.053,-4.773,0.908,-4.055,-3.28,-5.574,-2.094,2.078,3.863,2.607,3.828,2.361,4.246,3.348,4.395,4.617,5.91,4.867,5.625,5.37,-64.6,-35.5,-24.89,-10.664,-8.17,-4.055,0.908,-43.28,-2.094,-5.574,2.629,-1.142,-8.63,-9.69,4.395,4.617,-16.88,2.361,4.246,4.473,3.166,-0.3037,1.36,4.613,5.688,-3.28,6.84,5.12,6.184,5.91,3.348,-1.963,-1.818
a,0,-26.62,-22.6,-22.36,-14.266,-13.734,-11.21,-12.7,-4.953,-7.465,1.74,-1.581,-2.023,-3.074,3.434,-1.013,-3.9,-1.961,-0.3218,4.824,5.152,5.223,4.945,5.46,5.555,4.773,6.37,5.02,5.418,4.57,4.383,4.566,-38.0,-22.36,-14.266,-7.82,-3.258,-1.013,3.434,-27.97,-0.3218,-1.961,4.34,2.982,-7.52,-8.08,6.37,5.02,-12.7,5.46,5.555,5.57,5.676,1.492,2.904,5.535,5.176,-3.9,5.227,4.285,6.793,6.93,4.773,-4.383,-4.414
a,0,10.07,4.477,8.29,-0.0274,3.477,0.819,1.87,-2.209,1.95,-6.316,-1.528,-0.998,0.962,-9.07,-3.668,0.4387,0.4678,-3.064,-4.43,-7.43,-2.4,-1.925,-2.78,-4.867,-1.231,-10.24,-5.86,-6.773,-4.438,-8.01,-7.14,12.33,8.29,-0.0274,1.293,-3.594,-3.668,-9.07,8.94,-3.064,0.4678,-7.145,-3.893,-0.6343,1.504,-10.24,-5.86,1.87,-2.78,-4.867,-3.303,-7.35,-0.5073,-1.264,-6.66,-10.48,0.4387,-4.434,-6.797,-3.918,-2.756,-1.231,-5.164,-5.375
a,0,-21.95,-20.05,-22.3,-16.47,-13.39,-11.05,-11.38,-6.16,-7.27,-2.523,-6.043,-2.424,-2.725,-1.0625,-7.973,-2.938,-4.832,-3.186,-2.748,3.229,1.119,3.918,-0.713,3.762,2.55,3.654,-2.627,2.455,0.1675,0.888,-0.7686,-33.3,-22.3,-16.47,-10.164,-8.12,-7.973,-1.0625,-24.66,-3.186,-4.832,1.656,-3.275,-6.7,-6.66,3.654,-2.627,-11.38,-0.713,3.762,-1.618,2.94,-1.048,0.854,-0.849,1.97,-2.938,2.072,0.2793,3.648,1.561,2.55,-11.1,-11.39
a,0,7.477,12.65,4.06,15.164,3.123,7.582,5.08,7.734,-1.278,7.336,-3.307,2.361,-0.779,7.953,-3.748,0.2786,-2.557,4.86,-5.17,3.379,-2.297,0.962,-3.977,2.244,0.08954,2.322,-5.902,-3.182,-4.402,-3.73,-6.465,13.984,4.06,15.164,-2.137,11.3,-3.748,7.953,11.3,4.86,-2.557,4.453,-3.451,4.55,0.5923,2.322,-5.902,5.08,-3.977,2.244,-6.69,0.05475,-1.382,1.626,-7.13,-3.512,0.2786,-4.1,-4.86,-1.04,-3.283,0.08954,-3.322,-3.232
a,0,5.1,1.294,2.879,-2.908,0.252,-2.846,-0.972,-5.17,-1.172,-3.498,-0.5073,-3.11,-0.989,-3.232,0.222,-1.969,-0.398,-3.525,2.12,-1.121,1.664,1.128,2.678,-0.4558,0.64,-1.419,2.7,1.304,3.502,1.78,3.842,11.91,2.879,-2.908,-1.338,-5.824,0.222,-3.232,4.594,-3.525,-0.398,-2.271,1.015,-4.29,-1.022,-1.419,2.7,-0.972,2.678,-0.4558,2.818,0.256,0.6885,-0.954,4.062,0.705,-1.969,1.412,3.02,1.169,3.096,0.64,1.624,1.498
a,0,4.523,3.062,5.77,3.508,2.656,2.916,3.283,2.709,3.59,2.846,2.441,1.268,1.652,3.688,2.201,1.761,2.027,1.86,-1.794,1.557,-0.4246,0.1636,-1.043,1.153,-0.994,1.354,-1.13,-3.066,-4.94,-3.777,-4.562,2.17,5.77,3.508,4.457,2.543,2.201,3.688,3.816,1.86,2.027,3.322,0.708,2.764,3.23,1.354,-1.13,3.283,-1.043,1.153,-4.383,-0.2397,0.624,0.4314,-4.43,-2.057,1.761,-3.854,-4.277,-0.4075,-3.104,-0.994,1.5,1.497
a,0,-25.88,-25.44,-22.02,-24.11,-11.93,-12.75,-12.15,-7.496,-5.17,-6.71,-2.613,-2.414,-2.15,-7.773,-2.145,-2.266,-2.418,-4.254,3.562,0.04715,1.909,1.743,2.775,0.4832,1.463,1.013,4.434,6.33,7.613,7.227,7.49,-38.38,-22.02,-24.11,-5.707,-10.95,-2.145,-7.773,-26.5,-4.254,-2.418,-3.729,0.2954,-6.277,-5.785,1.013,4.434,-12.15,2.775,0.4832,6.938,3.686,-0.0833,-0.8057,6.31,4.574,-2.266,7.844,7.766,4.844,5.69,1.463,0.2678,0.1249
a,0,3.87,6.125,1.454,5.027,1.107,2.01,0.855,-0.3254,-1.492,1.548,-3.049,-0.592,-1.089,3.584,-1.389,-0.9478,-2.02,0.05502,-0.3574,2.047,-0.1032,1.735,0.09,2.092,1.263,1.943,0.1965,0.8755,2.166,-0.1825,-0.1185,3.71,1.454,5.027,-1.804,1.858,-1.389,3.584,5.848,0.05502,-2.02,1.9795,-1.198,-0.3618,-1.247,1.943,0.1965,0.855,0.09,2.092,2.771,1.755,-0.9067,0.3474,-0.1537,-1.528,-0.9478,0.8027,-0.537,2.09,1.36,1.263,1.756,1.601
a,0,-3.094,-0.7393,-4.105,0.2002,-5.145,-2.922,-4.29,-4.03,-5.31,-1.595,-6.73,-1.959,-4.594,-2.86,-6.965,-2.285,-5.113,-1.367,-5.41,-2.69,-2.252,-0.249,-2.916,-1.367,1.292,-3.957,-5.594,-1.588,-2.9,-5.86,-5.86,-0.566,-4.105,0.2002,-7.043,-2.664,-6.965,-2.86,-1.8125,-1.367,-5.113,-1.905,-6.004,-3.861,-5.375,-3.957,-5.594,-4.29,-2.916,-1.367,-0.583,-2.84,-2.617,-0.1844,-6.574,-0.9775,-2.285,-2.59,-5.008,-0.2096,-1.894,1.292,-2.615,-2.5
a,0,-35.72,-33.4,-29.9,-28.88,-14.375,-16.08,-14.94,-11.73,-8.445,-8.86,-4.383,-4.992,-3.398,-8.19,-5.664,-4.23,-3.318,-7.242,4.945,-0.1512,5.734,3.705,5.223,0.545,5.04,-0.3147,5.14,9.44,12.52,9.88,12.45,-54.6,-29.9,-28.88,-10.46,-14.875,-5.664,-8.19,-38.28,-7.242,-3.318,-4.668,1.193,-10.266,-8.06,-0.3147,5.14,-14.94,5.223,0.545,11.74,4.336,1.351,-2.086,12.43,7.324,-4.23,11.84,12.16,7.555,10.81,5.04,-4.656,-4.63
a,0,5.88,7.926,3.602,9.29,3.432,3.693,2.898,2.51,-0.1742,2.164,-1.63,0.724,-0.8887,3.004,-0.7446,0.6816,-1.798,1.185,-5.418,-1.487,-2.504,-0.872,-4.39,-1.685,-1.422,-2.766,-5.42,-2.871,-2.867,-4.56,-6.23,7.723,3.602,9.29,0.531,4.543,-0.7446,3.004,7.336,1.185,-1.798,0.0522,-3.328,1.793,0.08563,-2.766,-5.42,2.898,-4.39,-1.685,-6.23,-2.697,-2.225,-0.1704,-8.44,-6.457,0.6816,-2.762,-4.7,-2.041,-3.531,-1.422,4.414,4.574
a,0,-1.719,-1.341,-2.17,-1.079,-1.177,-0.9966,-0.969,-1.141,-1.906,-1.339,-2.682,-1.398,-1.593,-1.39,-2.59,-0.99,-1.966,-1.803,-0.2988,-0.6772,1.083,0.62,1.044,0.447,1.003,-1.056,-0.778,-0.0884,-0.004005,-0.594,-2.66,3.299,-2.17,-1.079,-2.945,-2.453,-2.59,-1.39,-0.3022,-1.803,-1.966,-1.245,-1.225,-1.537,-1.293,-1.056,-0.778,-0.969,1.044,0.447,0.6675,-0.352,0.1658,-0.2798,-1.712,-0.4749,-0.99,0.266,0.6357,0.8384,1.08,1.003,-0.8267,-0.952
a,0,4.94,7.08,4.88,7.3,0.974,3.154,2.84,1.74,1.466,7.105,5.01,0.3503,0.8545,10.49,8.37,-0.2988,1.877,2.787,6.11,5.688,3.191,2.416,4.684,4.098,1.718,8.46,6.09,5.465,3.734,5.9,6.168,12.86,4.88,7.3,3.482,5.523,8.37,10.49,6.395,2.787,1.877,6.812,5.59,0.84,0.9326,8.46,6.09,2.84,4.684,4.098,5.8,5.27,1.484,1.701,6.445,6.0,-0.2988,5.086,6.434,4.637,4.668,1.718,16.17,16.94
a,0,9.19,11.12,5.95,12.734,2.383,6.062,5.74,5.09,3.697,4.55,0.136,1.849,1.687,7.402,0.5396,1.73,0.1056,1.568,-0.4539,-1.541,-1.699,-1.219,-1.479,-1.841,-2.328,-1.738,0.1289,-4.188,-2.865,-4.332,-2.451,55.66,5.95,12.734,2.379,7.086,0.5396,7.402,13.72,1.568,0.1056,1.439,0.1592,3.826,3.312,-1.738,0.1289,5.74,-1.479,-1.841,0.2098,-4.1,-0.1947,-0.613,-2.688,-4.863,1.73,-3.336,-3.002,-2.621,-1.726,-2.328,0.3389,0.59
a,0,10.82,9.46,9.24,8.375,7.168,4.906,5.832,2.898,5.742,4.938,8.09,0.804,1.502,6.203,9.984,-0.4807,5.055,3.287,10.21,6.34,4.26,4.04,7.527,5.87,2.81,5.02,11.11,5.41,8.05,6.945,7.613,15.05,9.24,8.375,7.734,5.266,9.984,6.203,11.12,3.287,5.055,5.1,9.53,2.242,4.2,5.02,11.11,5.832,7.527,5.87,8.8,6.734,2.445,1.797,8.305,4.934,-0.4807,7.207,7.086,6.375,6.637,2.81,12.48,12.99
a,0,-24.64,-22.11,-21.77,-17.31,-10.164,-10.28,-10.29,-5.12,-5.12,-0.65,-1.791,-2.723,-2.441,0.801,-0.595,-2.662,-2.549,-1.409,0.1637,1.114,1.556,1.725,1.504,2.246,0.524,0.823,1.847,-0.2223,-0.4443,0.1721,0.06335,-38.94,-21.77,-17.31,-5.04,-5.55,-0.595,0.801,-26.61,-1.409,-2.549,1.605,0.629,-5.38,-5.562,0.823,1.847,-10.29,1.504,2.246,0.3774,0.377,-0.7056,1.064,-0.2191,0.4324,-2.662,0.29,0.5376,0.9844,0.0578,0.524,1.275,1.451
a,0,-1.738,-3.078,-0.5493,-2.19,-0.9355,-1.157,-0.259,-2.04,1.348,-5.254,1.691,-1.201,1.562,-5.43,1.542,0.9155,1.441,-3.686,-0.3523,-9.93,-0.445,-4.72,-0.861,-8.13,-1.81,-10.664,-1.904,-9.18,-7.492,-10.32,-9.31,-4.848,-0.5493,-2.19,1.799,-2.613,1.542,-5.43,-3.072,-3.686,1.441,-7.88,0.674,-0.927,0.3438,-10.664,-1.904,-0.259,-0.861,-8.13,-5.9,-11.33,0.745,-3.188,-8.25,-11.1,0.9155,-7.39,-9.98,-7.707,-4.14,-1.81,2.582,2.816
a,0,-18.25,-13.43,-17.94,-9.45,-7.496,-6.83,-6.39,-4.33,-5.18,0.4927,-2.424,-2.098,-2.797,4.504,-0.9727,-2.264,-3.387,-1.92,1.689,5.203,1.074,2.707,0.6377,3.205,1.784,7.664,3.605,6.08,5.57,7.625,4.37,-28.44,-17.94,-9.45,-6.31,-2.729,-0.9727,4.504,-15.625,-1.92,-3.387,3.047,-0.12396,-3.973,-4.914,7.664,3.605,-6.39,0.6377,3.205,4.023,7.367,-1.012,-0.0228,3.75,7.61,-2.264,5.91,7.555,5.285,3.799,1.784,0.8857,0.922
a,0,6.84,1.591,6.883,-0.5156,1.098,-0.9766,0.752,-1.736,2.791,-5.473,0.3389,-1.121,0.7085,-7.695,-1.998,0.2058,-0.3364,-4.35,-2.305,-7.367,-1.021,-1.003,-2.766,-4.5,-0.171,-9.24,-5.12,-6.832,-7.586,-8.94,-8.15,12.72,6.883,-0.5156,3.559,-3.74,-1.998,-7.695,5.43,-4.35,-0.3364,-7.816,-1.254,-1.26,1.382,-9.24,-5.12,0.752,-2.766,-4.5,-5.484,-8.29,0.5825,-0.3328,-7.9,-7.297,0.2058,-5.977,-9.63,-4.066,-3.062,-0.171,-3.852,-4.004
a,0,-9.85,-6.47,-10.84,-5.234,-8.6,-6.848,-8.22,-6.656,-7.336,-3.627,-5.586,-4.54,-3.787,-2.912,-5.703,-3.836,-4.582,-5.113,-2.17,-1.533,1.174,1.394,-1.027,-1.389,2.666,-3.041,-2.27,-0.4368,-0.1023,-0.6133,-1.512,-8.484,-10.84,-5.234,-7.785,-6.32,-5.703,-2.912,-9.54,-5.113,-4.582,-2.639,-3.729,-7.2,-7.06,-3.041,-2.27,-8.22,-1.027,-1.389,-1.889,-1.569,-0.1895,-0.7705,-1.473,-0.7466,-3.836,0.635,-0.504,1.318,1.483,2.666,-6.176,-6.273
a,0,-46.7,-33.28,-39.4,-18.25,-19.98,-15.21,-17.5,-6.9,-11.21,1.312,-5.125,-3.223,-4.93,6.47,-3.463,-4.258,-5.332,-2.764,5.402,6.95,5.746,4.086,4.57,4.3,4.504,10.6,6.1,9.47,10.57,11.96,10.09,-75.25,-39.4,-18.25,-13.7,-4.46,-3.463,6.47,-46.72,-2.764,-5.332,4.39,0.9272,-8.61,-10.79,10.6,6.1,-17.5,4.57,4.3,7.293,8.12,0.5215,0.8013,9.31,13.73,-4.258,8.88,13.61,6.934,7.973,4.504,-2.736,-3.217
a,0,9.04,5.37,9.14,2.688,4.598,1.58,3.174,-0.3718,2.492,-2.494,4.484,-0.789,1.642,-2.992,7.598,0.388,2.71,-1.467,3.045,-4.453,0.549,-2.793,1.798,-4.176,-0.2612,-4.316,4.465,-3.832,-3.36,-4.03,-2.502,16.7,9.14,2.688,3.615,-2.24,7.598,-2.992,8.05,-1.467,2.71,-4.07,5.277,0.659,2.479,-4.316,4.465,3.174,1.798,-4.176,-0.09546,-4.984,1.187,-2.107,-0.678,-0.654,0.388,-4.6,-1.633,-2.861,-0.9204,-0.2612,11.32,11.85
a,0,-3.875,3.092,-4.773,7.043,0.754,2.19,1.085,3.668,-0.4167,6.113,0.73,1.293,0.06433,9.99,2.402,0.864,-0.03683,3.404,0.3293,3.932,0.09344,1.963,0.503,2.996,-0.3865,5.668,2.373,3.422,3.775,4.367,3.05,-5.766,-4.773,7.043,-0.626,6.484,2.402,9.99,-0.1876,3.404,-0.03683,5.562,1.296,2.492,0.1815,5.668,2.373,1.085,0.503,2.996,1.631,3.29,-0.392,1.928,2.582,3.81,0.864,3.816,4.574,1.9,1.471,-0.3865,7.523,8.11
a,0,19.25,31.39,27.02,27.75,27.95,27.92,29.5,17.38,17.66,11.516,15.41,7.5,11.58,12.43,8.74,10.625,3.742,14.03,2.822,-2.24,2.625,1.157,6.344,7.758,3.107,-0.1559,3.15,-0.665,0.1221,-1.891,4.43,32.25,27.02,27.75,15.34,17.7,8.74,12.43,32.28,14.03,3.742,4.074,7.37,19.03,18.75,-0.1559,3.15,29.5,6.344,7.758,2.951,1.869,6.777,5.6,-0.92,2.428,10.625,5.14,2.666,1.055,2.912,3.107,13.33,13.336
a,0,2.148,8.555,5.59,8.21,2.416,31.19,4.566,9.555,2.64,3.984,-0.1475,1.79,-3.771,2.625,-0.2644,1.877,7.723,1.853,-3.373,6.29,-0.662,-0.5073,0.7666,-0.843,-0.5176,-0.885,-1.78,-1.497,-3.504,-3.625,-2.645,11.93,5.59,8.21,2.895,5.7,-0.2644,2.625,6.42,1.853,7.723,1.573,-2.443,2.945,1.137,-0.885,-1.78,4.566,0.7666,-0.843,-3.139,-0.2656,-1.39,0.5073,-3.291,1.339,1.877,-2.428,-5.61,-1.684,-3.828,-0.5176,4.992,5.066
a,0,6.406,7.26,6.94,5.43,6.766,0.1647,3.623,-0.709,12.234,3.477,8.72,13.24,4.64,8.92,7.5,-2.828,4.06,1.094,-0.01773,-2.17,1.056,1.851,3.033,0.6904,-0.7153,1.3955,2.748,0.5186,-3.117,-7.414,-3.715,15.73,6.94,5.43,2.156,5.54,7.5,8.92,7.457,1.094,4.06,1.122,6.375,2.78,4.45,1.3955,2.748,3.623,3.033,0.6904,0.966,1.923,1.172,0.1819,0.2264,-0.8555,-2.828,-0.492,-2.637,1.136,2.443,-0.7153,12.07,11.984
a,0,7.02,5.918,5.527,3.693,3.965,2.05,-0.05228,8.0,3.676,-2.967,1.193,1.254,12.12,-0.824,0.583,1.717,0.4087,-3.85,-3.713,7.25,-1.207,-2.459,-6.41,-5.016,-1.464,-9.914,-5.16,-4.273,-6.35,-9.445,-5.004,20.9,5.527,3.693,0.954,0.07153,0.583,-0.824,5.02,-3.85,0.4087,-4.016,-3.06,0.4512,2.564,-9.914,-5.16,-0.05228,-6.41,-5.016,-6.824,-5.297,-0.08264,-2.32,-5.58,-5.664,1.717,-5.906,-10.84,-2.637,-2.674,-1.464,0.4812,0.5547
a,0,-0.8984,-10.914,-5.887,-9.555,-5.14,-5.984,-8.37,-9.375,-8.484,-7.86,-8.13,-4.07,-6.168,-8.414,-6.652,-4.008,-2.021,-11.0,-1.977,-3.213,0.2094,-1.8125,2.623,-3.262,0.1486,-5.305,-0.1344,-3.56,-3.092,-3.715,-14.64,-12.6,-5.887,-9.555,-3.76,-8.13,-6.652,-8.414,-6.992,-11.0,-2.021,-5.31,-0.5938,-9.54,-6.527,-5.305,-0.1344,-8.37,2.623,-3.262,-1.429,-2.477,0.276,-1.637,-2.977,0.07623,-4.008,-2.783,-4.547,-1.154,-0.4355,0.1486,-13.05,-13.09
a,0,-4.12,-10.11,-2.264,-6.555,-3.582,-4.996,-4.848,-26.64,2.596,-6.695,0.4014,-2.791,3.129,-8.89,-4.414,-3.207,-0.6294,-10.125,-0.5493,-3.22,-0.1658,-0.7007,-0.0002446,2.6,-0.4946,-8.016,-5.03,-1.637,0.945,-3.799,3.477,-8.14,-2.264,-6.555,-3.97,-6.41,-4.414,-8.89,-6.344,-10.125,-0.6294,-4.453,-1.611,-2.965,-1.27,-8.016,-5.03,-4.848,-0.0002446,2.6,-0.882,-3.82,-1.873,-1.553,-1.09,-6.07,-3.207,0.831,-0.2727,-0.139,0.5093,-0.4946,-2.291,-2.305
a,0,30.45,18.52,17.33,18.16,11.1,-1.807,13.92,5.133,9.77,-0.2325,5.8,-1.991,0.951,-3.559,0.833,2.318,3.365,-3.959,-2.041,-12.51,-0.4692,-1.223,-1.79,-2.396,-0.3257,-3.482,-2.686,-6.05,-2.025,-3.46,-2.867,33.03,17.33,18.16,6.77,6.426,0.833,-3.559,20.86,-3.959,3.365,-2.719,0.3367,3.957,4.688,-3.482,-2.686,13.92,-1.79,-2.396,-2.783,-3.926,0.718,-1.526,-4.234,-3.424,2.318,-2.35,-0.527,-4.48,-2.277,-0.3257,3.88,3.764
a,0,3.184,5.566,2.836,8.336,2.398,3.334,3.312,5.906,1.976,7.293,0.8438,2.42,1.262,9.03,0.1603,0.3713,1.502,4.816,-0.1155,2.408,-0.0156,-0.424,0.02576,1.066,-1.087,6.59,-0.892,-1.204,-3.197,0.9585,-1.144,11.14,2.836,8.336,1.464,10.16,0.1603,9.03,4.043,4.816,1.502,5.133,0.6025,4.81,1.877,6.59,-0.892,3.312,0.02576,1.066,-0.008995,-0.318,0.2487,0.4548,2.213,0.7324,0.3713,-2.34,-1.9,-1.562,-1.175,-1.087,-1.839,-2.232
a,0,-4.49,-4.71,-3.4,-3.941,-1.803,-1.3955,-2.475,-3.164,-1.165,-2.846,0.8696,-0.3008,-0.591,-3.875,-2.336,0.6245,-1.381,-0.701,-1.033,-2.877,-2.56,-3.164,-2.8,-3.412,-4.004,-3.52,-1.743,-5.574,-3.953,-4.402,-3.398,-14.77,-3.4,-3.941,-2.156,-4.312,-2.336,-3.875,-4.137,-0.701,-1.381,-2.139,-1.206,-1.508,-1.885,-3.52,-1.743,-2.475,-2.8,-3.412,-2.383,-4.723,-1.752,-1.101,0.4355,-4.863,0.6245,-5.516,-1.783,-5.547,-4.227,-4.004,15.99,16.53
a,0,2.547,1.115,4.656,-0.7134,6.99,6.734,6.8,5.734,7.12,0.1394,4.535,3.328,4.902,-3.668,2.602,4.633,5.457,2.791,-2.941,-8.586,-3.871,-5.46,-2.715,-6.984,-4.35,-9.08,-2.69,-13.02,-12.68,-10.73,-10.26,-13.055,4.656,-0.7134,6.71,3.469,2.602,-3.668,3.12,2.791,5.457,-4.78,0.723,6.44,7.56,-9.08,-2.69,6.8,-2.715,-6.984,-7.066,-8.71,0.705,-1.463,-8.4,-11.32,4.633,-12.484,-10.75,-10.35,-9.45,-4.35,3.025,3.193
a,0,6.25,5.094,5.867,4.984,2.705,3.385,3.385,1.876,2.588,2.438,5.125,-0.2389,0.2181,4.24,7.637,0.6475,2.06,1.193,4.805,1.723,1.154,-0.4727,2.193,0.0669,-1.087,4.805,7.22,0.1126,2.828,3.775,4.457,7.957,5.867,4.984,4.137,2.594,7.637,4.24,3.713,1.193,2.06,2.945,5.58,1.443,0.906,4.805,7.22,3.385,2.193,0.0669,4.113,0.7197,-0.1628,-1.991,3.707,3.023,0.6475,1.411,3.867,-0.2385,1.147,-1.087,22.98,24.27
a,0,18.03,17.48,21.8,14.28,10.8,10.38,9.27,6.367,9.52,8.47,13.34,2.39,3.074,11.15,16.5,0.687,6.094,5.027,6.39,3.729,0.769,-0.6426,2.947,1.388,-0.198,7.137,9.1,0.6064,-0.1732,2.877,1.846,22.75,21.8,14.28,12.41,10.81,16.5,11.15,16.6,5.027,6.094,6.594,8.13,5.613,6.18,7.137,9.1,9.27,2.947,1.388,2.646,-0.003317,1.743,0.2803,1.9,1.742,0.687,-0.8643,1.49,-0.847,-0.509,-0.198,15.38,16.33
a,0,10.02,12.89,9.0,13.016,3.857,5.836,4.43,3.715,-0.03119,3.594,-0.613,1.001,-0.481,4.535,-0.509,0.5234,-2.361,2.832,-3.512,1.534,-1.735,0.0902,-3.234,0.754,0.0245,1.59,-2.18,-1.772,-3.11,-1.675,-2.424,18.08,9.0,13.016,1.11,6.05,-0.509,4.535,12.37,2.832,-2.361,2.027,-3.35,2.043,0.6064,1.59,-2.18,4.43,-3.234,0.754,-2.723,0.03937,-1.054,1.065,-5.223,-0.7573,0.5234,-1.539,-0.6904,-0.4968,-2.291,0.0245,-22.36,-23.22
a,0,11.94,10.086,11.44,8.91,6.12,6.07,6.098,3.764,4.043,1.03,3.334,0.997,1.148,1.01,5.477,0.6387,2.121,1.816,2.709,-0.656,0.271,-0.6343,1.117,-0.811,-0.243,-0.3694,5.926,-0.746,1.227,-0.04327,2.363,16.48,11.44,8.91,5.137,4.496,5.477,1.01,11.336,1.816,2.121,0.07806,2.816,3.326,3.377,-0.3694,5.926,6.098,1.117,-0.811,1.929,0.752,-0.1208,-0.3772,2.291,-0.779,0.6387,0.1736,1.015,-0.9575,0.1688,-0.243,-13.41,-14.12
a,0,-0.903,-0.997,0.3853,-2.22,0.9087,-1.895,-0.2157,-1.802,2.285,-1.334,4.023,-2.045,0.282,0.9487,2.994,-2.86,2.416,-2.383,6.207,1.96,2.826,0.9995,5.656,1.517,2.932,2.023,7.15,2.203,2.82,3.838,4.227,1.009,0.3853,-2.22,2.06,-1.428,2.994,0.9487,-1.292,-2.383,2.416,0.8545,5.406,-1.943,0.902,2.023,7.15,-0.2157,5.656,1.517,6.453,1.363,2.027,0.005016,4.105,1.7295,-2.86,2.229,4.03,1.222,3.781,2.932,1.768,2.2
